cell_id,HYBAS_ID,weight
217,7121066590,0.8584889380233941
218,7120524700,0.013351394223629402
218,7121066590,0.9866486057763706
221,7120524700,0.053547425829125236
221,7120524540,0.007007240967187837
221,7121066590,0.3380228206469625
221,7120526700,0.6014225125567245
187,7120524540,1.0
205,7120524540,0.9760809365740909
205,7120526710,0.023919063425909146
222,7120524540,0.10313317136383239
222,7120526700,0.3689496385809934
222,7120526710,0.5279171900551741
223,7120524540,0.3960629967633927
223,7120526710,0.6039370032366073
224,7120524540,0.7132588004664793
224,7120526710,0.2867411995335206
243,7120524540,0.13624601808245967
243,7120526710,0.5243183233629601
243,7121066940,0.3394356585545802
197,7121065910,1.0
215,7121065910,1.0
233,7121065910,0.3920305618472479
233,7121066950,0.6026874453669024
233,7121067020,0.005281992785849486
234,7121067340,0.8428395923421689
234,7121066590,0.15716040765783099
235,7121067340,0.00116094456061269
235,7121066590,0.9988390554393873
252,7121067340,0.741679910548663
252,7121066590,0.010631105174461147
252,7120528960,0.11530799629243885
252,7120529550,0.13238098798443695
270,7121067340,0.0235040426077726
270,7120528960,0.0008660945448215025
270,7120529550,0.9756298628474058
219,7121066590,0.9920992457021407
219,7120526700,0.0079007542978593
220,7121066590,0.8957119625602535
220,7120526700,0.10428803743974646
236,7121066590,0.9807861010532081
236,7120528960,0.019213898946791794
237,7121066590,0.2568741546877009
237,7120526700,0.7119196114880947
237,7120528960,0.031206233824204434
253,7121066590,0.2703711677417486
253,7120528960,0.7296288322582515
254,7121066590,0.1975179975162569
254,7120528960,0.8024820024837431
238,7120526700,1.0
239,7120526700,0.8414513076460891
239,7120526710,0.1585486923539109
240,7120526700,0.023659714461463286
240,7120526710,0.9763402855385367
255,7120526700,0.19199024168538995
255,7120528960,0.80800975831461
256,7120526700,0.7769819036378374
256,7120528960,0.2230180963621624
257,7120526700,0.6574532256602179
257,7120526710,0.1641684933888665
257,7120528960,0.07227114534898653
257,7120528970,0.10610713560192904
258,7120526700,0.09775338574001426
258,7120526710,0.9022466142599858
274,7120526700,0.0007764400955517125
274,7120528960,0.9992235599044483
275,7120526700,0.0016098289200106694
275,7120528960,0.5165194325247129
275,7120528970,0.48187073855527635
276,7120526700,0.019487470308773066
276,7120526710,0.033742406200930934
276,7120528970,0.946770123490296
241,7120526710,1.0
